"","HD_predict","HD$Certified.Financial.Planner.mean","HD$X3MonthUniqueClientIdCount.mean","HD$X3MonthUniqueSSNCount.mean","HD$X3MonthUniqueAccountNumberCount.mean","HD$Months.To.First.Trade.Count.mean","HD$Connect.Attendance.mean","HD$MonthBeginBalanceAmount.mean","HD$MonthEndBalanceAmount.mean","HD$InflowAmount.mean","HD$FirmExchangeOutAmount.mean","HD$RepInAmount.mean","HD$X3MonthBeginBalanceAmount.mean","HD$X3MonthEndBalanceAmount.mean","HD$X3MonthAvgInflowAmount.mean","HD$X3MonthAvgNetflowAmount.mean","HD$X3MonthAvgFirmExchangeInAmount.mean","HD$X3MonthAvgFirmExchangeOutAmount.mean","HD$X3MonthAvgAdvisoryConversionInAmount.mean","HD$X3MonthAvgAdvisoryConversionOutAmount.mean","HD$X3MonthAvgRepInAmount.mean","HD$X3MonthAvgRepOutAmount.mean","HD$X3MonthAvgReInvestAmount.mean","HD$X3MonthAvgAdvisoryAmount.mean","HD$X3MonthAvgFeesAmount.mean","HD$X3MonthAvgUnClassifiedAmount.mean","HD$X3MonthAvgMarketChangeAmount.mean","HD$Securities.Amount.mean","HD$Advisory.Amount.mean","HD$Insurance.Amount.mean","HD$Securities.Payout.to.Rep.Amount.mean","HD$Insurance.Payout.to.RepAmount.mean","HD$X3MonthMovingAverageSecuritiesRevenueAmount.mean","HD$X3MonthMovingAverageAdvisoryPayoutAmount.mean","HD$X3MonthMovingAverageInsuranceRevenueAmount.mean","HD$X12MonthRollingGrossAmount.mean","HD$X12MonthRollingGrossFrom1yearAgoAmount.mean","HD$X12MonthRollingGrossFrom1yearAgoPercentDifference.mean","HD$X12MonthRollingGrossFrom2yearAgoPercentDifference.mean","HD$X12MonthRollingGrossFrom3yearAgoPercentDifference.mean"
"1",0.999999999950108,1,306.5,326.666666666667,494.666666666667,6,1,64555900.4441667,64787443.3425,187416.14,-91439.2283333333,0,64779115.2383333,64703315.5241667,194566.1924975,-684764.512566667,81135.2947166667,-81135.2947166667,108898.004445833,-108898.004445833,0,-19944.87000275,203022.686123333,-35424.2300008333,-3413.0552775,341.230833166667,75250.65195,16358.655,35309.8333333333,31.5283333333333,13217.7425,28.0566666666667,16751.4166666667,27844.7983333333,31.525,620934.300833333,612621.299166667,1.36400791666667,11.5908415,34.3526425833333
"2",0.99999981707293,0,252.916666666667,291.916666666667,513.5,6,0.416666666666667,32633706.1433333,33013009.3083333,411855.046666667,-89592.2625,0,32412275.605,32659836.895,334269.419730833,-476888.198066667,88287.9716616667,-88686.3674975,24622.9347241667,-24918.3569458333,0,-25138.4463884167,94997.3077775,-3212.80333308333,-3588.55611066667,-2312.38916641667,-4140.64638833333,14151.1616666667,3253.58833333333,1954.66916666667,11807.4958333333,1927.4625,13522.0375,1082.915,1544.28,237631.141666667,295857.026666667,-19.6840530833333,3.59718225,23.0190435833333
"3",1.11354835790422e-11,0,115,121.5,271.75,6,0,8930222.85339058,8949136.02226781,82644.9042582939,-46571.7725348695,8664.32044192704,8904341.38718544,8927946.21548236,82720.4310771583,-137471.788792488,44738.4921638196,-44870.4100318124,26593.951845942,-26634.8190853598,8238.21397724433,-41188.8922120208,25277.3391138018,-2751.67267966886,-1295.59030666016,-528.961328804301,8058.10347994908,2939.74280077895,-110.8125,218.0575,2249.49796832219,196.2525,14826.405,15.0475,278.295,1176890.1075,1657000.865,-28.9499895,-22.909668,-15.4546855
"4",0.999411834168321,0,148.833333333333,160.416666666667,216,6,1,11481739.4825,11502651.3558333,37666.8016666667,-28803.0491666667,0,11496819.005,11492200.5033333,38071.0363891667,-124194.3152775,25182.9352788333,-25182.9352788333,2697.48083375,-2697.48083375,0,-17133.2552779167,39265.1280525,-5397.97583308333,-649.327222,-125.510555333333,27474.6816611667,2799.35666666667,5377.92833333333,37.5791666666667,2061.06166666667,31.505,2699.11666666667,4219.25166666667,37.58,103428.581666667,114694.0075,-9.76553416666667,-11.55504825,-17.1431620833333
"5",0.975001817604701,0,94.9166666666667,99,162.583333333333,6,0,4494409.19333333,4501401.72166667,17642.2983333333,-27106.7908333333,2274.03,4499746.34808333,4498303.94916667,17928.6491678333,-58520.4886108333,25370.5874993333,-25370.5874993333,0,0,2274.03,-265.0241665,16968.3636106667,0,-176.914166333333,-41.9144443333333,2462.25056166667,1178.06666666667,0,21.6058333333333,605.656666666667,11.885,1176.645,0,21.7008333333333,13992.845,16208.9841666667,-13.5466328333333,-11.1998501666667,-24.36103675
"6",0.935250127501715,1,35.9166666666667,41.1666666666667,56.1666666666667,6,0,2175195.66833333,2163757.56833333,1949.33333333333,-426.5,0,2192939.52316667,2177022.93233333,1994.84222191667,-23438.5505541667,275.499999583333,-275.499999583333,3199.99555608333,-3199.99555608333,0,-279.835833166667,7073.39972175,-1776.39416658333,-79.3272220833333,-19.2422221666667,-1386.32499941667,266.328333333333,1765.25083333333,0,114.310833333333,679.733730076766,268.485833333333,1045.96833333333,0,26270.4358333333,31241.5491666667,-15.7677838333333,-13.7946493333333,-7.53222358333333
"7",0.985976410785021,0,84.0833333333333,86.5,97.3333333333333,6,0,1913517.49916667,1900638.84916667,7078.455,-1005.99166666667,2482.56166666667,1929196.82075,1914164.39908333,8513.477222,-15003.6655550833,1676.66444416667,-1676.66444416667,0,0,2482.5616665,-2168.04138866667,5004.95666608333,-240.36083275,-657.844999666667,-334.6466665,-21142.3350005,3077.69083333333,240.360833333333,0,1180.53,679.733730076766,3165.61166666667,155.048333333333,0,39457.8066666667,59182.4041666667,-29.0284941666667,-44.76684,-2.76382675
"8",0.999950106005946,0,282.333333333333,312.916666666667,364,6,0.583333333333333,11936335.2625,11986569.3,69757.0258333333,-26959.7791666667,0,11930806.7333333,11949080.23,60235.5336158333,-125852.9686175,26758.8808345,-27244.2997230833,0,0,0,-398.292222166667,35363.9255551667,0,-1544.58861066667,145.563055333333,-9425.79110533334,4377.055,0,3.06333333333333,3208.1975,2.335,4355.72666666667,0,3.0625,64512.9716666667,63546.9191666667,8.6256965,38.659364,34.1106184166667
"9",0.941656469450446,0,32.5833333333333,33.75,61.5,6,0,4209011.84,4210407.36833333,1460.28416666667,-90.9533333333333,0,4219233.60608333,4211571.88441667,1532.5063885,-22042.209999,153.511111,-153.511111,0,0,0,0,15880.7116661667,0,-47.49999975,-1.0366665,-4516.69945033333,886.04,0,0,368.260833333333,679.733730076766,882.9925,0,0,11310.175,13179.1116666667,-14.1419605,-6.90957416666667,-1.44043833333333
"10",0.904101389599345,0,39.5,40.5833333333333,64,6,0,1771398.75,1779133.10833333,2300.46166666667,-5730.37666666667,0,1773559.88241667,1774181.53383333,1994.0938885,-13774.0444433333,5730.34888866667,-5730.34888866667,0,0,0,0,11396.3488886667,0,-194.42499975,-14.4191665,-779.996666666667,798.711666666667,0,0.85,271.984166666667,0.44,795.793333333333,0,1.35083333333333,9961.71833333333,9262.69,7.55921458333333,11.84564325,16.7364213333333
